season,week,game_id,posteam,qb_id,qb_name,plays,actual_pass_rate,expected_pass_rate,proe
2020,2,2020_02_MIN_IND,MIN,00-0029604,K.Cousins,46,0.5869565217391305,0.6943055818910184,-10.734906015188798
2020,2,2020_02_NE_SEA,NE,00-0027939,C.Newton,68,0.6764705882352942,0.6643467212424559,1.2123866992838241
2020,2,2020_02_NE_SEA,SEA,00-0029263,R.Wilson,58,0.5862068965517241,0.5095506968169377,7.6656199734786465
2020,2,2020_02_NO_LV,LV,00-0031280,D.Carr,74,0.5540540540540541,0.5449950395504365,0.9059014503617544
2020,2,2020_02_NO_LV,NO,00-0020531,D.Brees,55,0.6727272727272727,0.6968350762670691,-2.410780353979631
2020,2,2020_02_NYG_CHI,CHI,00-0033869,M.Trubisky,64,0.515625,0.6050997467245907,-8.947474672459066
2020,2,2020_02_NYG_CHI,NYG,00-0035710,D.Jones,58,0.7586206896551724,0.674144045546137,8.447664410903537
2020,2,2020_02_SF_NYJ,NYJ,00-0034869,S.Darnold,60,0.55,0.6751303426921368,-12.513034269213676
2020,2,2020_02_SF_NYJ,SF,00-0031345,J.Garoppolo,30,0.5666666666666667,0.7094409108161926,-14.277424414952597
2020,2,2020_02_WAS_ARI,ARI,00-0035228,K.Murray,71,0.5915492957746479,0.5146043321616213,7.694496361302658
2020,2,2020_02_WAS_ARI,WAS,00-0035232,D.Haskins,60,0.6333333333333333,0.6771087365845839,-4.377540325125058
2020,3,2020_03_CAR_LAC,CAR,00-0031237,T.Bridgewater,50,0.62,0.5704742747545243,4.952572524547577
2020,3,2020_03_CAR_LAC,LAC,00-0036355,J.Herbert,71,0.7183098591549296,0.7664044423842095,-4.809458322927985
2020,3,2020_03_CHI_ATL,ATL,00-0026143,M.Ryan,61,0.6229508196721312,0.5984016974441341,2.4549122227997078
2020,3,2020_03_CHI_ATL,CHI,00-0033869,M.Trubisky,39,0.6410256410256411,0.6434285518450614,-0.24029108194204477
